TIPO,VETA_POLIG,Toneladas,Ag (g/t),Au (g/t),Pot .(m),LEY AG-EQ,ONZAS,VPT AG,VPT AU,VLP,COSTO TOTAL,INGRESO,COSTO,MARGEN ANTES AVANCE,PU METRAJE,METROS POSIBLES,FR,DIL,Ton Dil,Ag Dil,Au Dil,VLP Dil,Pot Dil,Ag-eq Dil,Oz ag-eq dil,Ingreso Dil,Costo Dil,Margen Dil sin avance,Metros posibles Final,t dil * ag dil,t dil * au dil,t dil * pot dil,t dil * vlp dil,t dil * ag-eq dil,t dil * dil,t dil * fact recup,P-COD EVAL,P-COND-AG27-AU1800,PLAN,PRIORIDAD,PLAN_F
M+I,PabloCNM1905 B,974,385.58,1.38,4.12,504.34,15800,0.70807212,47.5981361,338.7470824,123.8,330083.6653,120633.8295,209449.8359,2200,95,0.4,0.034,403.1852196,372.755144,1.334893308,327.4759582,4.262485226,487.5559685,6320.039874,132033.4661,49914.33019,82119.13595,37.32687998,150289.3646,538.2092517,1661.389066,132033.4661,196575.3602,13.8768986,161.2740878,-,-,PLAN 3,95,-
M+I,PabloCNM1905 B_OB3,621,409.43,1.41,6.78,530.65,10589,0.70807212,47.5981361,356.9955479,123.8,221583.7538,76841.48691,144742.2669,2200,66,0.4,0.034,256.8214232,395.8051281,1.362630395,345.117243,7.010139041,512.9913421,4235.766605,88633.50153,31794.4922,56839.00933,25.83591333,101651.2363,349.9526775,1740.450751,88633.50153,131747.1666,8.839324151,102.7285693,-,-,PLAN 3,127,-
M+I,PabloCNM1905 C,"1,477",90.19,0.42,8.84,126.14,5990,0.70807212,47.5981361,83.76012949,123.8,123719.2643,182860.8075,-59141.54326,2200,-27,0.4,0.034,611.161688,87.19160525,0.404117417,80.97318056,9.144303568,121.9457031,2396.146471,49487.70571,75661.81698,-26174.11126,-11.8973233,53288.16864,246.9810829,5402.697043,49487.70571,74528.54177,21.03506865,244.4646752,-,-,PLAN 3,423,-
M+I,PabloCNM1905 D,"2,398",452.49,1.64,6.94,593.67,45773,0.70807212,47.5981361,398.5315678,123.8,955738.5206,296890.9829,658847.5377,2200,299,0.4,0.034,992.2760195,437.4356823,1.586936616,385.2712358,7.178069033,573.9122313,18309.17242,382295.4082,122843.7712,259451.637,117.9325623,434056.9376,1574.679148,6885.634799,382295.4082,569479.3444,34.15232761,396.9104078,-,-,PLAN 3,22,-
M+I,PabloCNM1905 E,"5,137",107.21,0.45,10.67,145.79,24080,0.70807212,47.5981361,97.26756698,123.8,499680.1578,635981.8123,-136301.6546,2200,-62,0.4,0.034,2125.593358,103.6453411,0.433689441,94.03118539,11.0330631,140.942633,9631.929673,199872.0631,263148.4577,-63276.39462,-28.76199756,220307.8487,921.8473944,22671.49423,199872.0631,299586.7246,73.15903972,850.2373432,-,-,PLAN 3,435,-
M+I,PabloCNM1906 A,295,432.73,1.48,3.08,560.32,5309,0.70807212,47.5981361,377.0228108,123.8,111116.4608,36486.43387,74630.02697,2200,34,0.4,0.034,121.9458167,418.3280537,1.434335735,364.4781391,3.180911869,541.6809269,2123.739226,44446.58434,15096.8921,29349.69223,13.3407692,51013.35615,174.9112425,374.9923443,44446.58434,66055.723,4.197152204,48.77832667,-,-,PLAN 3,195,-
M+I,PabloCNM1906 A_OB3,424,391.89,1.32,2.88,505.30,6890,0.70807212,47.5981361,340.2526821,123.8,144308.7607,52506.34459,91802.4161,2200,42,0.4,0.034,175.4879387,378.8489847,1.274820056,328.9314621,2.975717435,488.4835096,2756.055241,57723.50428,21725.40682,35998.09746,16.36277157,66483.42742,223.715544,504.8272862,57723.50428,85722.9642,6.039974218,70.1951755,-,-,PLAN 3,178,-
M+I,PabloCNM1906 B_OB3,"1,221",822.67,2.69,5.21,"1,053.88",41367,0.70807212,47.5981361,710.4764493,123.8,867412.7759,151146.0398,716266.7361,2200,326,0.4,0.034,505.1638458,795.2926386,2.59909837,686.8367822,5.393576803,1018.815098,16546.96588,346965.1104,62539.28411,284425.8262,129.2844665,401753.0879,1312.970528,2633.983114,346965.1104,514668.5533,17.38681659,202.0655383,-,-,PLAN 3,13,-
M+I,PabloCNM1906 C_OB3,"3,430",214.26,1.39,6.38,333.46,36774,0.70807212,47.5981361,217.6854862,123.8,746683.196,424646.4993,322036.6967,2200,146,0.4,0.034,1419.263509,207.12721,1.339998674,210.4424418,6.596306557,322.3670959,14709.72256,298673.2784,175704.8224,122968.456,55.89475274,293968.0908,1901.81122,9050.398993,298673.2784,457523.8557,48.84845685,567.7054035,-,-,PLAN 3,62,-
M+I,PabloCNM1908 A,847,480.60,1.65,5.70,622.92,16963,0.70807212,47.5981361,419.0683873,123.8,354954.8709,104859.766,250095.105,2200,114,0.4,0.034,350.4647739,464.6085728,1.599818051,405.1247342,5.894971506,602.1929251,6785.326647,141981.9484,43387.53901,98594.40936,44.81564062,162828.9384,560.6798715,1997.238554,141981.9484,211047.4074,12.06235719,140.1859096,-,-,PLAN 3,80,-
M+I,PabloPNM1901 A,"4,162",129.38,0.45,5.03,167.84,22460,0.70807212,47.5981361,112.8960215,123.8,469894.6035,515279.0251,-45384.42161,2200,-21,0.4,0.034,1722.177666,125.0736333,0.432337982,109.1396347,5.199916616,162.2546997,8983.92207,187957.8414,213205.5951,-25247.75368,-11.47625167,215399.0179,744.5628166,8657.214748,187957.8414,279431.4201,59.27420869,688.8710665,-,-,PLAN 3,421,-
M+I,PabloPNM1902 A,"1,716",82.55,0.33,5.02,110.84,6115,0.70807212,47.5981361,74.11047229,123.8,127158.2332,212415.1795,-85256.94627,2200,-39,0.4,0.034,709.9390045,79.803726,0.31803352,71.64459619,5.189583184,107.1546087,2445.809515,50863.2933,87890.44876,-37027.15546,-16.83052521,56655.77779,225.7844007,3561.700302,50863.2933,76073.23625,24.43480341,283.9756018,-,-,PLAN 3,429,-
M+I,PabloPNM1902 B,394,127.16,0.40,3.53,161.92,2051,0.70807212,47.5981361,109.2758766,123.8,43047.80765,48769.39681,-5721.589155,2200,-3,0.4,0.034,162.998224,122.9312065,0.390683005,105.6399428,3.651670115,156.5299449,820.2968487,17219.12306,20179.18014,-2960.057075,-1.345480489,20037.56834,63.68063597,575.4111433,17219.12306,25514.10303,5.610101059,65.19928962,-,-,PLAN 3,368,-
M+I,PabloPNM1903 B,"10,112",45.36,0.26,14.78,67.33,21888,0.70807212,47.5981361,44.27569527,123.8,447726.7469,1251896.124,-804169.3766,2200,-366,0.4,0.034,4184.116642,43.85470223,0.246863009,42.80251104,15.29005785,65.08492097,8755.378044,179090.6988,517993.6403,-338902.9415,-154.0467916,183493.1894,1032.903623,61846.73391,179090.6988,272322.901,144.0096501,1673.646657,-,-,PLAN 3,445,-
M+I,PabloPNM1904 A,798,317.19,1.33,2.65,431.87,11084,0.70807212,47.5981361,288.0636478,123.8,229952.2284,98825.68001,131126.5484,2200,60,0.4,0.149,366.9956325,275.977558,1.160131562,250.6321144,3.044636068,375.7488724,4433.526615,91980.89137,45434.05931,46546.83206,21.15765094,101282.5585,425.7632164,972.1752176,91980.89137,137898.1951,54.81025162,146.798253,-,-,PLAN 3,150,-
M+I,PabloPNM1904 B,"1,091",222.98,1.19,2.17,325.63,11427,0.70807212,47.5981361,214.6958593,123.8,234335.6909,135124.9094,99210.78154,2200,45,0.4,0.034,451.6176474,215.5563587,1.153886381,207.5522888,2.247158369,314.7905874,4570.706979,93734.27637,55910.26475,37824.01162,17.19273255,97349.05558,521.1154528,981.0890823,93734.27637,142164.9845,15.54385428,180.647059,-,-,PLAN 3,174,-
M+I,PabloPNM1904 C,"1,630",335.05,1.34,2.20,450.39,23605,0.70807212,47.5981361,301.0783836,123.8,490803.3534,201812.7453,288990.6081,2200,131,0.4,0.034,674.5032998,323.9063789,1.296511546,291.0606092,2.273380383,435.4063718,9442.121772,196321.3414,83503.50851,112817.8328,51.28083311,218475.9214,874.5013158,1482.3817,196321.3414,293683.0345,23.2151712,269.8013199,-,-,PLAN 3,70,-
M+I,PabloPNM1904 D,"1,058",473.94,1.94,3.85,640.47,21781,0.70807212,47.5981361,427.7508149,123.8,452466.1407,130953.1303,321513.0104,2200,146,0.4,0.034,437.6746295,458.1718869,1.871912216,413.5182715,3.987237243,619.1563376,8712.492827,180986.4563,54184.11913,126802.3372,57.63742598,200530.2109,819.2884858,1687.047491,180986.4563,270989.0206,15.06396107,175.0698518,-,-,PLAN 3,61,3
M+I,PabloPNM1904 E,"1,091",246.16,1.16,1.47,346.09,12142,0.70807212,47.5981361,229.6079024,123.8,250546.8792,135089.8785,115457.0007,2200,52,0.4,0.034,451.5005664,237.9737997,1.123269847,221.9681638,1.523582699,334.5750065,4856.714033,100218.7517,55895.77012,44322.98155,20.14680979,107445.3053,507.156972,665.0100214,100218.7517,151060.8049,15.53982456,180.6002265,-,-,PLAN 3,157,-
M+I,PabloPNM1904 F,410,101.31,0.48,1.49,142.71,1883,0.70807212,47.5981361,94.64535055,123.8,38839.02496,50803.03747,-11964.01251,2200,-5,0.4,0.034,169.7951056,97.93722431,0.465345951,91.49621791,1.541475761,137.9569761,753.1120077,15535.60999,21020.63408,-5485.024093,-2.49319277,16629.26135,79.01346491,253.0263355,15535.60999,23424.41933,5.844037305,67.91804226,-,-,PLAN 3,375,-
M+I,PabloPNM1905 A,"1,400",276.20,1.02,3.78,363.88,16378,0.70807212,47.5981361,244.0995028,123.8,341728.3111,173314.4247,168413.8863,2200,77,0.4,0.034,579.2555431,267.0123014,0.985618831,235.9775855,3.905744421,351.7755209,6551.285881,136691.3244,71711.83623,64979.4882,29.536131,154668.3557,570.9251713,2187.146518,136691.3244,203767.9204,19.93691744,231.7022172,-,-,PLAN 3,114,-
M+I,PabloPNM1905 A_OB3,256,345.35,1.15,3.57,444.21,3663,0.70807212,47.5981361,299.247012,123.8,76751.00689,31752.27912,44998.72776,2200,20,0.4,0.034,106.1232134,333.861728,1.111219805,289.2901728,3.69224751,429.4266312,1465.177039,30700.40275,13138.05382,17562.34893,7.982885878,35430.47941,117.9262165,378.7957141,30700.40275,45572.13403,3.652567109,42.44928537,-,-,PLAN 3,233,-
M+I,PabloPNM1905 B,29,432.52,1.46,4.01,557.92,521,0.70807212,47.5981361,375.6614679,123.8,10921.20493,3599.105274,7322.099654,2200,3,0.4,0.034,12.02901422,418.1288939,1.409649317,363.1620922,4.146005598,539.3587352,208.5924058,4368.481971,1489.19196,2879.290011,1.308768187,5029.67841,16.95669168,48.21295836,4368.481971,6487.953895,0.414016691,4.811605688,-,-,PLAN 3,325,-
M+I,PabloPNM1905 B_OB3,"4,627",633.59,2.08,6.90,812.81,120927,0.70807212,47.5981361,547.8191118,123.8,2535015.874,572880.6432,1962135.23,2200,892,0.4,0.034,1914.695148,612.5047974,2.014658061,529.5915387,7.137927917,785.7653906,48370.8001,1014006.349,237039.2593,776967.0902,353.1668592,1172759.964,3857.456014,13212.21563,1014006.349,1504501.181,65.90030866,765.8780592,-,-,PLAN 3,2,-
M+I,PabloPNM1905 C_OB3,"5,490",248.08,1.37,6.29,366.00,64598,0.70807212,47.5981361,240.9229434,123.8,1322602.377,679628.8141,642973.5631,2200,292,0.4,0.034,2271.471393,239.8277339,1.325501226,232.9067196,6.509636662,353.8208393,25839.3401,529040.9509,281208.1585,247832.7924,112.6512693,544761.8368,3010.838116,14294.46412,529040.9509,803693.9148,78.17989516,908.5885572,-,-,PLAN 3,24,-
M+I,PabloPNM1905 D,"1,045",108.52,0.64,6.36,163.20,5484,0.70807212,47.5981361,107.1029722,123.8,111931.6432,129381.4462,-17449.80293,2200,-8,0.4,0.034,432.4217097,104.9060009,0.61469472,103.5393374,6.583073572,157.7697469,2193.420794,44772.65729,53533.80766,-8761.150367,-3.982341076,45363.63229,265.8073418,2751.946943,44772.65729,68223.06368,14.88316517,172.9686839,-,-,PLAN 3,393,-
M+I,PabloPNM1908 A,677,345.16,1.04,1.72,434.33,9447,0.70807212,47.5981361,293.7539997,123.8,198731.5212,83753.62498,114977.8962,2200,52,0.4,0.034,279.9233335,333.6790772,1.002372821,283.9799294,1.776622968,419.8831398,3778.838014,79492.60848,34654.50869,44838.09979,20.38095445,93404.55962,280.5875414,480.7709653,79492.60848,117535.0882,9.634449694,111.9693334,-,-,PLAN 3,152,-
M+I,Pallancata EstePNM8105 A,941,166.12,0.63,1.60,220.59,6675,0.70807212,47.5981361,147.7714477,123.8,139071.0182,116510.952,22560.06619,2200,10,0.4,0.150,433.0014344,144.4239517,0.55063234,128.4716466,1.837591347,191.7783329,2669.805432,55628.40728,53605.57758,2022.829696,0.919468044,62535.77826,238.4245929,691.759345,55628.40728,83040.29325,65.04813915,173.2005738,-,-,PLAN 3,337,-
M+I,Pallancata EstePNM8105 B,253,136.74,0.55,1.17,184.37,1498,0.70807212,47.5981361,123.1833709,123.8,31130.70971,31286.54325,-155.8335348,2200,0,0.4,0.204,121.7583581,113.5267034,0.459794714,102.2704649,1.412650879,153.0690488,599.2070364,12452.28388,15073.68473,-2621.400845,-1.191545839,13822.82501,55.98384943,142.8011723,12452.28388,18637.43606,24.89791267,48.70334323,-,-,PLAN 3,365,-
M+I,Pallancata EstePNM8506 A,987,242.85,1.04,2.17,332.63,10560,0.70807212,47.5981361,221.6429844,123.8,218856.8408,122243.783,96613.05777,2200,44,0.4,0.111,438.6362777,218.6735322,0.940009557,199.5793343,2.410948144,299.5143542,4223.893177,87542.73631,54303.17118,33239.56512,15.10889324,95918.14422,412.3222933,952.2566132,87542.73631,131377.8614,48.49158048,175.4545111,0,-,PLAN 3,187,-
M+I,Pallancata EstePNM8506 B,502,179.12,0.79,1.62,247.31,3994,0.70807212,47.5981361,164.5689085,123.8,82676.31366,62194.78349,20481.53018,2200,9,0.4,0.148,230.7701918,155.9741075,0.690449236,143.3050136,1.857446071,215.3527418,1597.794252,33070.52547,28569.34974,4501.175724,2.045988966,35994.1747,159.3351025,373.25834,33070.52547,49696.99352,34.24215931,92.30807671,0,-,PLAN 3,313,-
M+I,Pallancata EstePNM8506 C,754,229.66,1.07,2.39,321.46,7793,0.70807212,47.5981361,213.4217563,123.8,160919.7002,93345.02362,67574.67655,2200,31,0.4,0.100,331.9005569,208.695133,0.969912794,193.9372463,2.628817538,292.1076333,3117.034616,64367.88007,41089.28895,23278.59112,10.58117778,69266.03088,321.9145964,792.8498713,64367.88007,96950.68617,33.345424,132.7602228,0,-,PLAN 3,211,-
M+I,Pallancata EstePNM8506 D,"1,777",329.20,1.90,1.87,492.83,28160,0.70807212,47.5981361,323.6634379,123.8,575221.1821,220019.854,355201.3281,2200,161,0.4,0.128,801.887103,291.8458938,1.686742699,286.9337491,2.114889283,436.9057659,11263.97669,230088.4728,99273.62335,130814.8495,59.46129522,234027.4583,1352.577216,1503.449536,230088.4728,350349.0989,102.6476104,320.7548412,-,-,PLAN 3,56,-
M+I,Pallancata EstePNM8508 A,853,451.04,2.07,1.47,628.65,17247,0.70807212,47.5981361,417.6683787,123.8,356409.5238,105642.4218,250767.102,2200,114,0.4,0.163,397.0290121,387.767599,1.77547138,359.0765541,1.710825897,540.4581377,6898.82362,142563.8095,49152.1917,93411.61784,42.45982629,153954.9867,704.9136481,583.9605528,142563.8095,214577.5605,64.78466493,158.8116048,0,-,PLAN 3,83,-
M+I,Pallancata EstePNM8508 B,263,594.53,2.84,1.48,838.90,7085,0.70807212,47.5981361,556.2190127,123.8,146111.9142,32520.74195,113591.1723,2200,52,0.4,0.162,122.070676,511.7526388,2.4459008,478.7780948,1.723798821,722.1001076,2833.997726,58444.76569,15112.34969,43332.416,19.69655273,62469.99056,298.5727641,181.1283252,58444.76569,88147.24828,19.74456498,48.8282704,0,-,PLAN 3,161,-
M+I,Pallancata EstePNM8508 C,604,337.78,1.70,1.57,483.67,9392,0.70807212,47.5981361,319.9185679,123.8,193214.96,74769.0645,118445.8955,2200,54,0.4,0.153,278.5775875,292.9182406,1.471139378,277.4307318,1.807116185,419.4362271,3756.668294,77285.98398,34487.90534,42798.07864,19.45367211,81600.45682,409.8264589,436.5634462,77285.98398,116845.5323,42.66347426,111.431035,0,-,PLAN 3,163,-
M+I,Pallancata EstePNM8509 A,"4,413",360.26,2.17,1.67,547.01,77608,0.70807212,47.5981361,358.4522563,123.8,1581784.169,546306.7305,1035477.439,2200,471,0.4,0.690,2983.348122,213.1519305,1.284815082,212.0817423,2.82587903,323.6460275,31043.0906,632713.6677,369338.4976,263375.1701,119.7159864,635906.4116,3833.050661,4988.03468,632713.6677,965548.7684,2058.990054,1193.339249,0,-,PLAN 3,20,-
M+I,Pallancata EstePNM8509 B,"1,858",179.80,0.68,2.19,238.56,14248,0.70807212,47.5981361,159.8321702,123.8,296922.2586,229984.837,66937.42153,2200,30,0.4,0.505,1118.557181,119.4464161,0.453878522,106.1804487,3.295795585,158.479969,5699.323468,118768.9034,138477.3791,-19708.47564,-8.958398019,133607.6465,507.6890807,2449.056577,118768.9034,177268.9075,565.1936782,447.4228726,-,-,PLAN 3,412,-
M+I,Pallancata EstePNM8510 A,493,210.20,0.98,1.34,294.05,4663,0.70807212,47.5981361,195.2460899,123.8,96308.04946,61066.19871,35241.85075,2200,16,0.4,0.180,232.7560069,178.1842101,0.826539797,165.5090251,1.575779649,249.2666327,1865.330464,38523.21978,28815.19365,9708.026128,4.412739149,41473.44523,192.3821028,310.9107371,38523.21978,58018.30607,41.81935375,93.10240276,-,-,PLAN 3,273,-
M+I,Pallancata EstePNM8510 B,617,488.43,2.11,0.96,669.78,13280,0.70807212,47.5981361,446.2136428,123.8,275187.9827,76349.68765,198838.295,2200,90,0.4,0.249,308.2283127,390.9135477,1.687613991,357.1222647,1.201995341,536.0483509,5312.1121,110075.1931,38158.66511,71916.52795,32.68933089,120490.6232,520.170413,296.5168623,110075.1931,165225.2787,76.89379201,123.2913251,-,-,PLAN 3,101,-
M+I,Pallancata OesteCNM9177 B,90,214.56,0.94,0.86,295.45,854,0.70807212,47.5981361,196.6911175,123.8,17680.71517,11128.4768,6552.238371,2200,3,0.4,0.000,35.95630629,214.557254,0.940564307,196.6911175,0.860236161,295.4457845,341.5415989,7072.286068,4451.390719,2620.895348,1.191316067,7714.686344,33.81921833,30.9309149,7072.286068,10623.13912,0,14.38252252,-,-,PLAN 3,332,-
M+I,Pallancata OesteCNM9180 A,386,373.36,1.13,1.43,470.79,5841,0.70807212,47.5981361,318.2884153,123.8,122835.2582,47777.43779,75057.82037,2200,34,0.4,0.000,154.3697505,373.3627436,1.132831461,318.2884153,1.433733556,470.7862493,2336.558775,49134.10326,19110.97512,30023.12815,13.64687643,57635.91358,174.8749101,221.3250913,49134.10326,72675.15585,0,61.74790021,-,-,PLAN 3,194,-
M+I,Pallancata OesteCNM9180 B,148,224.36,0.65,1.16,279.96,1330,0.70807212,47.5981361,189.6391227,123.8,28014.40883,18288.33505,9726.073782,2200,4,0.4,0.000,59.08993553,224.3647894,0.646509993,189.6391227,1.163920344,279.9646489,531.8723954,11205.76353,7315.334018,3890.429513,1.768377051,13257.70094,38.20223382,68.77597809,11205.76353,16543.09305,0,23.63597421,-,-,PLAN 3,317,-
M+I,Pallancata OestePNM9136 A,"3,055",505.73,2.27,2.41,700.73,68835,0.70807212,47.5981361,466.0213656,123.8,1423875.249,378256.8114,1045618.438,2200,475,0.4,0.588,1940.305657,318.5480954,1.428233496,293.5362774,3.818983651,441.376176,27534.02965,569550.0996,240209.8403,329340.2592,149.7001178,618080.6716,2771.209532,4667.387977,569550.0996,856404.6913,1140.144569,776.1222628,-,-,PLAN 3,12,-
M+I,Pallancata OestePNM9177 A,469,242.60,1.17,1.02,343.21,5178,0.70807212,47.5981361,227.4598772,123.8,106736.92,58093.89709,48643.02293,2200,22,0.4,0.284,241.0874909,188.8785347,0.910808752,177.0924233,1.309642623,267.2080874,2071.166504,42694.76801,29846.63138,12848.13663,5.840062104,45536.25202,219.5845969,245.8230815,42694.76801,64420.52735,68.56850707,96.43499638,-,-,PLAN 3,252,-
M+I,Pallancata OestePNM9177 B,553,521.80,1.67,1.69,665.73,11832,0.70807212,47.5981361,449.12954,123.8,248277.6847,68436.32991,179841.3548,2200,82,0.4,0.172,259.0468489,445.3978154,1.428571043,383.3710941,1.980697155,568.2549252,4732.735793,99311.0739,32069.99989,67241.074,30.56412455,115378.9006,370.0668272,437.9697705,99311.0739,147204.6477,44.43349653,103.6187396,-,-,PLAN 3,108,-
M+I,Pallancata OestePNM9178 A,500,181.29,0.73,1.68,244.05,3921,0.70807212,47.5981361,163.1023141,123.8,81502.05709,61862.73154,19639.32555,2200,9,0.4,0.893,378.2787675,95.79343883,0.385589516,86.18200553,3.184901401,128.9541372,1568.331927,32600.82284,46830.91142,-14230.08858,-6.468222083,36236.62398,145.8603269,636.5967702,32600.82284,48780.61209,337.6263911,151.311507,-,-,PLAN 3,402,-
M+I,Pallancata OestePNM9178 B,"1,196",346.39,1.31,4.65,459.23,17654,0.70807212,47.5981361,307.7215496,123.8,367951.0571,148031.0395,219920.0176,2200,100,0.4,0.412,675.515561,245.2562154,0.929018903,217.8786564,6.568778953,325.151841,7061.749588,147180.4228,83628.82646,63551.59638,28.88708927,165674.3899,627.5667258,3141.787324,147180.4228,219645.1283,278.5507924,270.2062244,-,-,PLAN 3,119,-
M+I,Pallancata OestePNM9178 D,358,126.55,0.58,1.31,176.55,2031,0.70807212,47.5981361,117.2803454,123.8,41964.92274,44297.76719,-2332.844457,2200,-1,0.4,0.571,224.907273,80.53685439,0.369954917,74.6350657,2.058420774,112.3529773,812.4166648,16785.9691,27843.52039,-11057.5513,-5.026159681,18113.3243,83.2055516,294.6153287,16785.9691,25269.00173,128.508409,89.96290919,-,-,PLAN 3,396,-
M+I,Pallancata OestePNM9179 A,478,177.58,0.76,1.70,242.76,3728,0.70807212,47.5981361,161.8126401,123.8,77285.07678,59129.45056,18155.62622,2200,8,0.4,0.171,223.6972685,151.6577759,0.647319292,138.1958346,1.986960746,207.327235,1491.10345,30914.03071,27693.72184,3220.308869,1.463776759,33925.43021,144.8035575,379.6054836,30914.03071,46378.53615,38.228467,89.47890741,-,-,PLAN 3,322,-
M+I,Pallancata OestePNM9180 A,"3,171",280.56,0.98,2.54,364.63,37178,0.70807212,47.5981361,245.1870043,123.8,777573.4351,392612.9426,384960.4925,2200,175,0.4,0.114,1413.630573,251.7642895,0.87722776,220.0216804,2.825484438,327.2058768,14871.25986,311029.374,175007.4649,136021.9091,61.82814052,355901.6967,1240.07598,3584.238318,311029.374,462548.2311,161.6862087,565.4522291,-,-,PLAN 3,54,-
M+I,Pallancata OestePNM9180 B,424,187.09,0.70,1.04,247.55,3377,0.70807212,47.5981361,165.9340013,123.8,70398.80043,52523.12019,17875.68025,2200,8,0.4,0.278,216.9635395,146.3376293,0.549844766,129.7891814,1.331334903,193.6242792,1350.632853,28159.52017,26860.08619,1299.433987,0.590651812,31749.93001,119.2962666,225.9317064,28159.52017,42009.40894,60.42189332,86.78541579,-,-,PLAN 3,342,-
M+I,Pallancata OestePNM9180 C,820,312.69,0.70,1.41,372.92,9830,0.70807212,47.5981361,254.7419096,123.8,208863.9032,101504.1116,107359.7916,2200,49,0.4,0.206,395.4094965,259.3519141,0.580880888,211.2887071,1.700108381,309.3076705,3932.135941,83545.56129,48951.69567,34593.86562,15.72448437,102550.2098,229.6858193,557.5702452,83545.56129,122303.1902,81.31910674,158.1637986,-,-,PLAN 3,182,-
M+I,Pallancata OestePNM9180 D,418,212.50,0.67,1.48,269.77,3624,0.70807212,47.5981361,182.1614721,123.8,76116.31277,51729.92626,24386.38651,2200,11,0.4,0.195,199.7909963,177.7757962,0.557034271,152.3918779,1.774522905,225.6807435,1449.643307,30446.52511,24734.12534,5712.399764,2.596545347,35518.00344,111.290432,296.5943102,30446.52511,45088.9806,39.0289626,79.91639853,-,-,PLAN 3,304,-
M+I,Pallancata OestePNM9180 E,"1,223",187.36,0.59,1.46,238.13,9365,0.70807212,47.5981361,160.7618965,123.8,196653.801,151439.7447,45214.05633,2200,21,0.4,0.199,586.6903108,156.2610867,0.492301096,134.0767334,1.747073826,198.598981,3746.076739,78661.52041,72632.26048,6029.259928,2.740572694,91676.86552,288.828283,854.8510957,78661.52041,116516.0979,116.7684074,234.6761243,-,-,PLAN 3,303,-
M+I,Pallancata OestePNM9180 F,"4,994",314.20,1.16,2.09,413.56,66404,0.70807212,47.5981361,277.4687624,123.8,1385723.594,618277.097,767446.4971,2200,349,0.4,0.139,2274.390083,275.9716789,1.014770714,243.7090462,2.383489851,363.2419603,26561.44524,554289.4377,281569.4922,272719.9454,123.9636116,627667.2496,2307.984448,4761.412556,554289.4377,826153.9122,315.0591457,909.7560331,-,-,PLAN 3,18,-
M+I,PaolaPNM1898 A,627,406.79,2.21,1.48,596.48,12032,0.70807212,47.5981361,393.0250786,123.8,246582.992,77671.82318,168911.1688,2200,77,0.4,0.162,291.7322062,349.9333499,1.897488994,338.0949881,1.717197906,513.1174033,4812.734005,98633.19679,36116.44713,62516.74966,28.41670439,102086.8282,553.5586505,430.9463397,98633.19679,149692.8721,47.39755701,116.6928825,-,-,PLAN 3,122,-
M+I,PaolaPNM1898 B,373,154.86,0.84,0.81,226.81,2724,0.70807212,47.5981361,149.4738737,123.8,55827.82704,46238.7494,9589.077644,2200,4,0.4,0.297,193.7432535,119.4136955,0.645150355,115.2614629,1.048987255,174.896626,1089.428564,22331.13082,23985.41478,-1654.283964,-0.751947256,23135.59787,124.9935288,156.7168297,22331.13082,33885.04135,57.50771871,77.49730139,-,-,PLAN 3,362,-
M+I,Ramal CentralCNM8972 A,881,511.87,1.59,1.42,648.40,18361,0.70807212,47.5981361,438.0061141,123.8,385782.1776,109039.1939,276742.9838,2200,126,0.4,0.000,352.3075731,511.8747682,1.587496241,438.0061141,1.416142901,648.3994448,7344.383584,154312.8711,43615.67755,110697.1935,50.31690614,180337.3573,559.2869477,498.9178685,154312.8711,228436.0348,0,140.9230292,0,-,PLAN 3,72,-
M+I,Ramal CentralPNM8970 A,"6,620",172.50,0.71,11.71,233.74,49750,0.70807212,47.5981361,156.0345194,123.8,1032993.527,819591.7103,213401.8163,2200,97,0.4,0.379,3651.874974,125.0835479,0.516374731,113.1466476,16.14209891,169.4917747,19900.10032,413197.4106,452102.1217,-38904.71108,-17.68395958,456789.4781,1885.735957,42746.14039,413197.4106,618962.7704,1384.231429,1460.749989,0,-,PLAN 3,430,-
M+I,Ramal CentralPNM8972 A,"5,933",303.29,0.92,2.33,382.51,72958,0.70807212,47.5981361,258.5942388,123.8,1534131.234,734453.5119,799677.7226,2200,363,0.4,0.496,3550.036172,202.731871,0.61576593,172.8580961,3.48401912,255.6877409,29183.23433,613652.4938,439494.4781,174158.0157,79.16273441,719705.4752,2185.991324,8267.690074,613652.4938,907700.729,1760.78769,1420.014469,0,-,PLAN 3,39,3
M+I,Ramal EstePNM8469 A,368,154.97,1.20,1.20,257.93,3054,0.70807212,47.5981361,166.7139308,123.8,61392.941,45589.748,15803.19299,2200,7,0.4,0.200,176.7302873,129.1620284,0.99787132,138.9528461,1.441274493,214.9789618,1221.511845,24557.1764,21879.20956,2677.966837,1.217257653,22826.84237,176.354085,212.3015863,24557.1764,37993.29368,35.30855701,70.6921149,-,-,PLAN 3,328,-
M+I,Ramal EstePNM8469 B,142,174.53,0.85,0.80,247.79,1128,0.70807212,47.5981361,164.1245142,123.8,23249.05688,17536.88811,5712.168776,2200,3,0.4,0.300,73.64122898,134.2879379,0.655430803,126.2828294,1.040912516,190.6549869,451.3983169,9299.622754,9116.784147,182.8386066,0.083108458,9889.128785,48.26672982,58.980182,9299.622754,14040.06755,22.06719785,29.45649159,-,-,PLAN 3,352,-
