TIPO,VETA_POLIG,Toneladas,Ag (g/t),Au (g/t),Pot .(m),LEY AG-EQ,ONZAS,VPT AG,VPT AU,VLP,COSTO TOTAL,INGRESO,COSTO,MARGEN ANTES AVANCE,PU METRAJE,METROS POSIBLES,FR,DIL,Ton Dil,Ag Dil,Au Dil,VLP Dil,Pot Dil,Ag-eq Dil,Oz ag-eq dil,Ingreso Dil,Costo Dil,Margen Dil sin avance,Metros posibles Final,t dil * ag dil,t dil * au dil,t dil * pot dil,t dil * vlp dil,t dil * ag-eq dil,t dil * dil,t dil * fact recup,P-COD EVAL,P-COND-AG27-AU1800,PLAN,PRIORIDAD,PLAN_F
M+I,SofiaPNM9140 A,589,214.15,1.03,1.41,302.48,5725,0.70807212,47.5981361,200.5198233,123.8,118055.2223,72886.74148,45168.48081,2200,21,0.4,0.170,275.6368967,182.9634089,0.877526448,171.3199121,1.64811315,258.4306835,2290.193439,47222.08892,34123.84782,13098.2411,5.953745955,50431.46626,241.878667,388.1279389,47222.08892,71233.03162,46.97978654,110.2547587,-,-,PLAN 3,251,-
M+I,SofiaPNM9140 B,"2,768",419.27,2.17,1.24,605.64,53905,0.70807212,47.5981361,400.0200732,123.8,1107419.326,342729.0823,764690.244,2200,348,0.4,0.192,1320.133131,351.6936194,1.817788095,335.5477717,1.483522697,508.0233956,21562.1559,442967.7305,163432.4816,279535.2489,127.0614768,464282.3991,2399.72229,1642.799265,442967.7305,670658.516,253.6509804,528.0532525,-,-,PLAN 3,15,-
M+I,SofiaPNM9140 C,685,150.78,0.79,0.94,219.12,4824,0.70807212,47.5981361,144.5858358,123.8,99002.23505,84769.55322,14232.68183,2200,6,0.4,0.254,343.5633971,120.2043195,0.633466918,115.2651719,1.176146581,174.6824745,1929.50968,39600.89402,42533.14856,-2932.254542,-1.332842974,41297.80437,217.6360463,322.1370603,39600.89402,60014.50435,87.39419484,137.4253588,-,-,PLAN 3,367,-
M+I,SofiaPNM9140 D,660,108.47,0.99,1.03,193.45,4107,0.70807212,47.5981361,123.8406582,123.8,81768.48505,81741.63959,26.8454633,2200,0,0.4,0.233,325.5306006,88.00211361,0.801759475,100.4740997,1.271978412,156.9534284,1642.681493,32707.39402,40300.68836,-7593.294334,-3.451497424,28647.3809,260.9972433,335.9405521,32707.39402,51093.14383,75.70637454,130.2122402,-,-,PLAN 3,386,-
M+I,SofiaPNM9144 A,737,87.98,1.18,1.62,189.70,4496,0.70807212,47.5981361,118.5962184,123.8,87426.75448,91262.87798,-3836.123502,2200,-2,0.4,0.149,338.6734683,76.6014572,1.029841088,103.2578724,1.855668491,165.1677908,1798.445466,34970.70179,41927.77538,-6957.073589,-3.162306177,25942.88119,348.7798532,547.1846433,34970.70179,55937.94857,50.3079396,135.4693873,-,-,PLAN 3,384,-
M+I,SofiaPNM9145 A,822,239.95,1.62,0.98,379.10,10020,0.70807212,47.5981361,246.9182898,123.8,202983.7624,101772.0874,101211.6749,2200,46,0.4,0.246,409.7213586,192.5717652,1.298641572,198.1676162,1.215580937,304.2549403,4007.90096,81193.50494,50723.5042,30470.00074,13.85000034,78900.76526,532.0811891,399.7163471,81193.50494,124659.7475,100.7944316,163.8885435,-,-,PLAN 3,193,-
M+I,Thalia 2PNM9279 B,871,656.81,2.49,0.84,871.37,24390,0.70807212,47.5981361,583.8217778,123.8,508278.9985,107781.0771,400497.9215,2200,182,0.4,1.422,843.3899028,271.2037189,1.030145078,241.0647777,2.036264408,359.7961956,9756.087849,203311.5994,104411.67,98899.92944,44.95451338,228730.4781,868.8139569,709.1139614,203311.5994,303448.4784,1199.170595,337.3559611,-,-,PLAN 3,78,-
M+I,Thalia 2PNMA9280 A,403,571.88,2.18,0.85,758.98,9837,0.70807212,47.5981361,508.4875244,123.8,204980.9848,49906.13281,155074.852,2200,70,0.4,0.284,207.0212506,445.4361539,1.694539895,396.0578621,1.085327401,591.1665848,3934.735503,81992.39394,25629.23083,56363.16311,25.6196196,92214.74965,350.8057682,175.0064408,81992.39394,122384.0457,58.76749717,82.80850026,-,-,PLAN 3,129,-
M+I,Thalia 4PNM6908 A,"1,020",169.76,0.52,0.82,214.17,7025,0.70807212,47.5981361,144.7817302,123.8,147706.5922,126300.9918,21405.6004,2200,10,0.4,0.293,527.4814575,131.331951,0.399520754,112.0089361,1.060257945,165.6907359,2809.934279,59082.6369,65302.20444,-6219.567546,-2.827076157,69275.16893,210.7397899,432.6708565,59082.6369,87398.79086,154.3362677,210.992583,-,-,PLAN 3,382,-
M+I,Thalia 4PNM6908 B,737,285.54,0.93,0.85,365.52,8657,0.70807212,47.5981361,246.448563,123.8,181545.9579,91197.08109,90348.87677,2200,41,0.4,0.283,378.000834,222.5829033,0.72496437,192.1117009,1.087363439,284.9298391,3462.752321,72618.38314,46796.50325,25821.8799,11.73721814,84136.52308,274.0371365,320.4018472,72618.38314,107703.7168,106.9137336,151.2003336,-,-,PLAN 3,204,-
M+I,Thalia 4PNM6908 C,779,208.03,0.91,0.89,286.27,7167,0.70807212,47.5981361,190.6018167,123.8,148415.7747,96399.25383,52016.52086,2200,24,0.4,0.270,395.4667946,163.8446194,0.716482811,150.1170533,1.129741342,225.4621412,2866.648135,59366.30988,48958.78917,10407.52071,4.730691231,64795.10646,283.3451605,351.8779399,59366.30988,89162.79026,106.6526371,158.1867178,-,-,PLAN 3,268,-
M+I,Thalia 4PNM6908 D,191,195.86,1.09,0.87,289.64,1778,0.70807212,47.5981361,190.5897248,123.8,36395.2869,23641.02536,12754.26153,2200,6,0.4,0.277,97.53982205,153.3824069,0.853966883,149.2530379,1.104902858,226.8235589,711.3131825,14558.11476,12075.42997,2482.684789,1.128493086,14960.89268,83.29577783,84.39753305,14558.11476,22124.32957,27.01434516,39.01592882,-,-,PLAN 3,334,-
M+I,Thalia 4PNM6909 A,"1,118",172.36,0.85,0.90,245.64,8831,0.70807212,47.5981361,162.6020545,123.8,181819.1041,138431.2465,43387.85765,2200,20,0.4,0.267,566.7354348,136.0314827,0.672446993,128.3273238,1.136012356,193.8619241,3532.349153,72727.64165,70161.84683,2565.794823,1.166270374,77093.86152,381.099539,508.1085831,72727.64165,109868.4219,151.3684214,226.6941739,-,-,PLAN 3,333,-
M+I,Thalia 4PNM6909 B,322,257.84,1.30,0.85,369.39,3820,0.70807212,47.5981361,244.309104,123.8,78583.05835,39820.7945,38762.26385,2200,18,0.4,0.282,164.9575528,201.1033401,1.011756771,190.5534048,1.090060005,288.1144225,1528.016142,31433.22334,20421.74504,11011.4783,5.005217408,33173.51486,166.896921,140.2489675,31433.22334,47526.65007,46.53503092,65.98302113,-,-,PLAN 3,262,-
M+I,Thalia 4PNM6909 C,"1,112",459.85,2.09,1.15,639.18,22861,0.70807212,47.5981361,424.859272,123.8,472628.3375,137719.4568,334908.8806,2200,152,0.4,0.209,538.1718566,380.2172933,1.724081289,351.2843206,1.385719553,528.4882841,9144.228819,189051.335,66625.67584,122425.6591,55.64802689,204622.2466,927.8520283,616.6091895,189051.335,284417.5211,112.7177215,215.2687426,-,-,PLAN 3,63,-
M+I,ThaliaPNMA6140 A,"1,117",361.03,2.97,2.01,616.73,22139,0.70807212,47.5981361,397.1569335,123.8,443441.9576,138227.7627,305214.1949,2200,139,0.4,0.119,499.8679676,322.5667637,2.656548073,354.8472687,2.252857936,551.0298979,8855.665604,177376.783,61883.65438,115493.1286,52.49687665,161240.7926,1327.923286,1006.163205,177376.783,275442.1951,59.60098331,199.947187,-,-,PLAN 3,69,-
M+I,TomasPNM1929 A,644,"1,279.60",4.36,0.94,"1,654.89",34280,0.70807212,47.5981361,1113.758715,123.8,717576.7299,79762.33806,637814.3919,2200,290,0.4,0.255,323.4089137,1019.66632,3.47742686,887.5163294,1.179115885,1318.72503,13711.87903,287030.692,40038.02352,246992.6685,112.2693948,329769.1769,1124.630843,303.874119,287030.692,426487.4294,82.44220624,129.3635655,-,-,PLAN 3,25,-
M+I,TomasPNM1929 B,709,775.61,2.89,1.31,"1,023.80",23339,0.70807212,47.5981361,686.5530087,123.8,486800.3532,87780.3796,399019.9736,2200,181,0.4,0.183,335.6295386,655.4185324,2.438757434,580.1638977,1.545808511,865.1516717,9335.61999,194720.1413,41550.93687,153169.2044,69.62236563,219977.8196,818.5190322,438.4221579,194720.1413,290370.4564,61.54696697,134.2518154,-,-,PLAN 3,41,3
M+I,TomasPNM1929 C,"1,013",192.26,0.78,0.80,259.17,8443,0.70807212,47.5981361,173.1661358,123.8,175466.9326,125444.8865,50022.04609,2200,23,0.4,0.298,526.1844925,148.0947758,0.5993168,133.3881444,1.044807604,199.6360205,3377.284812,70186.77305,65141.64018,5045.132877,2.293242217,77925.17443,315.3512062,423.4758362,70186.77305,105045.3782,156.9147119,210.473797,-,-,PLAN 3,310,-
M+I,TomasPNM1929 D,486,502.56,1.72,0.92,650.81,10166,0.70807212,47.5981361,437.8994962,123.8,212754.2732,60148.45701,152605.8162,2200,69,0.4,0.261,245.0141262,398.6240506,1.367265987,347.3338889,1.16043918,516.2089254,4066.374485,85101.70927,30332.74882,54768.96046,24.89498203,97668.52341,334.999481,225.5206014,85101.70927,126478.4788,63.8862312,98.00565046,-,-,PLAN 3,132,-
M+I,Virgen del CarmenPNM9630 A,673,375.88,4.34,0.86,749.02,16198,0.70807212,47.5981361,472.6728575,123.8,317935.3064,83271.95079,234663.3556,2200,107,0.4,0.280,344.3975993,293.6510224,3.389614104,369.2654153,1.097207338,585.1578354,6479.237184,127174.1226,42636.4228,84537.69975,38.42622716,101132.7072,1167.37496,295.2070937,127174.1226,201526.9537,96.44356978,137.7590397,-,-,PLAN 3,94,-
M+I,Virgen del CarmenPNM9630 B,"2,246",358.11,3.49,0.96,658.55,47551,0.70807212,47.5981361,419.8519733,123.8,942923.1398,278035.8129,664887.3268,2200,302,0.4,0.250,1122.480864,286.5986314,2.79593876,336.013974,1.200165408,527.0493647,19020.45835,377169.2559,138963.131,238206.1249,108.2755113,321701.4794,3138.387756,1078.154975,377169.2559,591602.8264,280.0673697,448.9923457,-,-,PLAN 3,26,3
M+I,Virgen del CarmenPNM9630 C,"1,001",363.48,4.16,0.93,721.24,23217,0.70807212,47.5981361,455.3798102,123.8,455939.5091,123952.1603,331987.3488,2200,151,0.4,0.255,502.5907795,289.6370198,3.314992608,362.8713679,1.173173232,574.7263842,9286.806354,182375.8036,62220.7385,120155.0651,54.6159387,145568.8956,1666.084719,469.8460631,182375.8036,288852.1814,128.1277451,201.0363118,-,-,PLAN 3,64,3
M+I,Virgen del CarmenPNM9630 D,475,283.92,3.90,0.95,619.22,9456,0.70807212,47.5981361,386.612619,123.8,183632.6852,58802.33936,124830.3458,2200,57,0.4,0.252,237.8591709,226.78324,3.114201784,308.8090898,1.190685032,494.6045934,3782.411578,73453.07407,29446.96536,44006.10871,20.00277668,53942.47345,740.7414544,226.2199202,73453.07407,117646.2385,59.92790881,95.14366838,-,-,PLAN 3,159,-
M+I,Virgen del CarmenPNM9630 E,"1,593",358.90,2.18,0.87,546.34,27980,0.70807212,47.5981361,357.8665022,123.8,570049.8499,197202.507,372847.3429,2200,169,0.4,0.277,813.4158465,281.1314198,1.707264875,280.3239462,1.109018346,427.9561991,11191.87082,228019.94,100700.8818,127319.0582,57.87229917,228676.7518,1388.716304,706.6274575,228019.94,348106.3539,225.005194,325.3663386,-,-,PLAN 3,59,-
M+I,Virgen del CarmenPNM9630 F,757,269.65,1.94,0.91,436.80,10631,0.70807212,47.5981361,283.4435229,123.8,214574.6871,93720.0681,120854.6191,2200,55,0.4,0.265,382.912971,213.2440856,1.536985222,224.1498235,1.147198839,345.4248147,4252.500268,85829.87486,47404.62581,38425.24905,17.46602229,81653.92638,588.5315778,347.3846633,85829.87486,132267.6421,101.2908521,153.1651884,-,-,PLAN 3,172,-
M+I,Virgen del CarmenPNM9633 A,"1,440",658.02,3.17,0.90,930.79,43084,0.70807212,47.5981361,616.8939093,123.8,888154.2407,178237.2841,709916.9565,2200,323,0.4,1.803,1613.965247,234.7916103,1.131723342,220.1173148,2.508889645,332.1198177,17233.7468,355261.6963,199808.8976,155452.7987,70.66036305,378945.4992,1826.562143,1444.839019,355261.6963,536029.8435,2909.283329,645.5860987,-,-,PLAN 3,43,3
M+I,Virgen del CarmenPNM9633 B,"2,706",352.65,1.68,1.14,496.82,43229,0.70807212,47.5981361,329.4963965,123.8,891721.344,335041.9111,556679.4329,2200,253,0.4,0.952,2113.106999,180.657348,0.858851105,168.7981431,2.222223291,254.518543,17291.45963,356688.5376,261602.6465,95085.89108,43.22085958,381748.3064,1814.844282,2405.615309,356688.5376,537824.9147,2011.708174,845.2427997,-,-,PLAN 3,81,-
M+I,Virgen del CarmenPNM9633 C,731,511.11,3.87,1.33,843.51,19834,0.70807212,47.5981361,545.8772674,123.8,399225.2399,90540.65382,308684.5861,2200,140,0.4,0.680,491.394022,304.2752523,2.301031297,324.9736236,2.241317214,502.1639438,7933.523882,159690.096,60834.57992,98855.51604,44.93432547,149519.04,1130.713024,655.6714895,159690.096,246760.36,334.0293553,196.5576088,-,-,PLAN 3,79,-
M+I,Virgen del CarmenPNM9634 A,"1,485",556.06,2.38,1.02,761.05,36346,0.70807212,47.5981361,507.187631,123.8,753386.1048,183894.8627,569491.2421,2200,259,0.4,0.236,734.4349019,449.8581051,1.928427056,410.3215154,1.256672324,615.7028319,14538.35256,301354.4419,90923.04085,210431.4011,95.65063686,330391.4933,1416.304136,746.6739402,301354.4419,452193.649,173.3807596,293.7739608,-,-,PLAN 3,32,3
M+I,YanelyPNM1827 A,199,361.38,1.55,0.94,495.04,3172,0.70807212,47.5981361,329.8588707,123.8,65735.09818,24671.17267,41063.92552,2200,19,0.4,0.255,100.0431814,287.943178,1.23833345,262.8269004,1.181020469,394.4398547,1268.70024,26294.03927,12385.34586,13908.69342,6.322133372,28806.75159,123.8868179,94.14268143,26294.03927,39461.01793,25.51524046,40.01727256,-,-,PLAN 3,245,-
M+I,YanelyPNM1827 B,186,132.05,1.00,0.88,217.63,1304,0.70807212,47.5981361,140.8692432,123.8,26245.44545,23065.26302,3180.182428,2200,1,0.4,0.272,94.83126705,103.7750435,0.782037948,110.7037637,1.120771786,171.030307,521.4532358,10498.17818,11740.11086,-1241.932682,-0.564514855,9841.118867,74.16164945,83.52470448,10498.17818,16219.02072,25.84041002,37.93250682,-,-,PLAN 3,361,-
M+I,YanelyPNM1827 C,413,614.63,3.21,1.00,890.81,11827,0.70807212,47.5981361,588.0591086,123.8,242830.7071,51121.46228,191709.2448,2200,87,0.4,0.241,204.9692345,495.3019794,2.587866258,473.8871327,1.236154363,717.8584776,4730.62204,97132.28283,25375.19123,71757.0916,32.61685982,101521.6676,530.4329659,204.1809972,97132.28283,147138.9026,49.38252353,81.98769379,-,-,PLAN 3,102,-
M+I,YanelyPNM1827 D,"1,923",155.87,0.76,1.34,221.36,13683,0.70807212,47.5981361,146.6161126,123.8,281870.4579,238006.3287,43864.12915,2200,20,0.4,0.179,906.7013018,132.1967793,0.645928861,124.3498635,1.580323069,187.7466613,5473.022079,112748.1831,112249.6212,498.5619817,0.226619083,119862.9919,585.664539,1215.272671,112748.1831,170230.1422,162.3551198,362.6805207,-,-,PLAN 3,349,-
M+I,YanelyPNM1828 A,407,429.56,2.21,0.88,619.64,8107,0.70807212,47.5981361,409.3606806,123.8,166575.5937,50376.25615,116199.3376,2200,53,0.4,1.571,418.5538657,167.044997,0.859521938,159.1915473,2.254713846,240.9638837,3242.605013,66630.2375,51816.96858,14813.26892,6.733304055,69917.32923,359.75623,366.992059,66630.2375,100856.365,657.7563926,167.4215463,-,-,PLAN 3,240,-
M+I,YanelyPNM1828 B,622,356.23,1.73,0.88,504.74,10086,0.70807212,47.5981361,334.435054,123.8,207859.9652,76944.87578,130915.0894,2200,60,0.4,1.383,592.5264357,149.4676179,0.724551247,140.3211419,2.108561117,211.7790252,4034.422845,83143.98606,73354.77274,9789.21332,4.449642418,88563.51491,429.3157679,524.2099297,83143.98606,125484.6709,819.6742338,237.0105743,-,-,PLAN 3,272,-
M+I,YaninaPNM6970 A,315,247.02,1.39,0.89,366.19,3709,0.70807212,47.5981361,240.865855,123.8,75875.01062,38998.16483,36876.84578,2200,17,0.4,0.270,160.0713959,194.4436661,1.090857471,189.6029212,1.127672587,288.2574086,1483.491111,30350.00425,19816.83881,10533.16544,4.787802473,31124.86905,174.6150781,142.0909901,30350.00425,46141.76576,43.27849655,64.02855834,-,-,PLAN 3,267,-
M+I,YaninaPNM6970 B,486,225.77,1.21,0.98,329.43,5143,0.70807212,47.5981361,217.232612,123.8,105483.8011,60114.79798,45369.00317,2200,21,0.4,0.244,241.6782339,181.447648,0.968682903,174.5855213,1.222581445,264.7543776,2057.175893,42193.52046,29919.76535,12273.75511,5.578979593,43851.94711,234.1095731,237.4644153,42193.52046,63985.3704,59.03624458,96.67129355,-,-,PLAN 3,257,-
M+I,YaninaPNM6970 C,282,243.26,1.48,0.81,370.83,3358,0.70807212,47.5981361,242.8540143,123.8,68403.41148,34870.09414,33533.31734,2200,15,0.4,0.298,146.2334107,187.4223737,1.142879208,187.1074775,1.045535145,285.7099856,1343.268303,27361.36459,18103.69624,9257.668353,4.208031069,27407.41294,167.1271245,117.7961516,27361.36459,41780.34565,43.56857525,58.49336427,-,-,PLAN 3,280,-
M+I,YaninaPNM6970 D,406,362.68,2.24,0.83,555.35,7254,0.70807212,47.5981361,363.4416211,123.8,147663.217,50298.87939,97364.33761,2200,44,0.4,0.288,209.3238202,281.5773546,1.739453877,282.1718366,1.073289288,431.170388,2901.7388,59065.2868,25914.28894,33150.99786,15.06863539,58940.84755,364.1091306,174.427297,59065.2868,90254.23277,60.28844675,83.72952808,-,-,PLAN 3,188,-
M+I,YaninaPNM6970 E,120,870.20,5.07,0.81,"1,306.36",5026,0.70807212,47.5981361,857.5665128,123.8,102618.4034,14814.19593,87804.20747,2200,40,0.4,0.296,62.0169528,671.623022,3.914348682,661.873238,1.051873335,1008.257009,2010.353411,41047.36136,7677.698756,33369.6626,15.16802846,41652.01325,242.7559774,50.34784387,41047.36136,62529.02731,18.33629144,24.80678112,-,-,PLAN 3,186,-
M+I,YaninaPNM6971 A,2,946.42,5.92,0.92,"1,455.34",81,0.70807212,47.5981361,951.8037218,123.8,1646.523908,214.1614443,1432.362463,2200,1,0.4,0.260,0.872042867,750.976714,4.69563334,755.2490684,1.162185119,1154.801181,32.37693935,658.6095631,107.958907,550.6506561,0.250295753,654.8838869,4.094793561,0.804184955,658.6095631,1007.036133,0.226950407,0.348817147,-,-,PLAN 3,348,-
M+I,YaninaPNM6971 B,2,391.08,2.44,0.80,601.35,39,0.70807212,47.5981361,393.2883025,123.8,788.9372685,248.3430939,540.5941746,2200,0,0.4,0.298,1.041645101,301.2577398,1.883392591,302.9581832,1.044947445,463.2295026,15.51339052,315.5749074,128.9556635,186.6192439,0.084826929,313.8036489,1.961826666,0.838466823,315.5749074,482.5207421,0.310577272,0.41665804,-,-,PLAN 3,351,-
M+I,YaninaPNM6971 C,"1,055",244.46,1.61,0.86,382.70,12985,0.70807212,47.5981361,249.6070647,123.8,263428.5438,130655.171,132773.3728,2200,60,0.4,0.278,539.5537883,191.2651308,1.257698885,195.2936293,1.102879655,299.4272349,5194.177469,105371.4175,66796.759,38574.65851,17.53393568,103197.8259,678.5961979,465.5797413,105371.4175,161557.0989,150.0561997,215.8215153,-,-,PLAN 3,170,-
M+I,Yurika PisoPNM2044 A_OB3,554,309.13,1.53,1.19,441.09,7858,0.70807212,47.5981361,291.9210928,123.8,161750.4325,68596.28862,93154.14383,2200,42,0.4,1.762,612.170506,111.9199915,0.555533636,105.6897912,3.291948406,159.6958842,3143.090336,64700.17298,75786.70865,-11086.53567,-5.039334393,68514.11784,340.0813072,729.6137092,64700.17298,97761.11026,1078.678544,244.8682024,-,-,PLAN 3,275,-
M+I,Yurika PisoPNM2046 A_OB3,333,150.04,0.54,0.99,196.20,2101,0.70807212,47.5981361,131.7899381,123.8,43903.53882,41241.82911,2661.709708,2200,1,0.4,1.047,272.8232633,73.28353991,0.262177698,64.36920119,2.030956393,95.83082195,840.5767059,17561.41553,33775.52,-16214.10447,-7.370047488,19993.45451,71.52817519,270.6312002,17561.41553,26144.87757,285.7569322,109.1293053,-,-,PLAN 3,409,-
M+I,Yurika PisoPNM2047 A_OB3,660,227.85,0.85,1.84,301.16,6393,0.70807212,47.5981361,201.9120063,123.8,133311.7692,81738.56192,51573.20728,2200,23,0.4,0.535,405.3728038,148.445853,0.555368125,131.5448574,2.822073847,196.2075118,2557.178105,53324.70768,50185.15312,3139.554561,1.427070255,60175.91167,225.1311341,745.3061643,53324.70768,79537.1892,216.8456373,162.1491215,-,-,PLAN 3,323,-
M+I,Yurika PisoPNM2048 A_OB3,266,212.85,0.61,1.70,264.95,2262,0.70807212,47.5981361,179.5511694,123.8,47683.75821,32877.81019,14805.94802,2200,7,0.4,0.659,176.2815424,128.2652194,0.365099777,108.1990946,2.820390784,159.6638002,904.9071957,19073.50328,21823.65494,-2750.151659,-1.250068936,22610.79071,64.36035174,299.6066975,19073.50328,28145.78096,116.2491593,70.51261694,-,-,PLAN 3,366,-
M+I,Yurika PisoPNM2048 B_OB3,"1,068",437.32,1.63,1.51,577.60,19838,0.70807212,47.5981361,387.2970934,123.8,413741.8957,132253.1141,281488.7816,2200,128,0.4,0.887,806.1654001,231.8060943,0.864601199,205.2888381,2.849642658,306.1617974,7935.346437,165496.7583,99803.27653,65693.48174,29.86067352,186874.0528,697.0115712,1217.686965,165496.7583,246817.0479,714.7429902,322.46616,-,-,PLAN 3,111,-
M+I,Yurika TechoPNM1949 A,310,401.19,2.44,0.91,610.67,6084,0.70807212,47.5981361,400.0106574,123.8,123949.7147,38361.41461,85588.30009,2200,39,0.4,1.320,287.5599587,172.922044,1.049926429,172.4158193,2.119976698,263.2157169,2433.49786,49579.88588,35599.92289,13979.96299,6.354528632,49725.45584,301.9168006,262.7635059,49579.88588,75690.3007,379.5890802,115.0239835,-,-,PLAN 3,244,-
M+I,Yurika TechoPNM1949 B,"1,037",518.83,2.99,1.35,776.27,25886,0.70807212,47.5981361,509.8509372,123.8,528810.5286,128403.6934,400406.8351,2200,182,0.4,0.794,744.1554299,289.2518132,1.668893269,284.2473534,2.428830635,432.7766343,10354.23931,211524.2114,92126.44222,119397.7692,54.27171328,215248.3074,1241.915988,1007.660176,211524.2114,322053.0823,590.6268956,297.662172,-,-,PLAN 3,65,-
M+I,YurikaPNM1571 A,"1,319","1,177.94",6.83,1.47,"1,765.09",74843,0.70807212,47.5981361,1159.034992,123.8,1528580.44,163272.2564,1365308.183,2200,621,0.4,0.824,962.4723763,645.634963,3.742086117,635.2724409,2.673899829,967.454369,29937.08443,611432.1758,119154.0802,492278.0956,223.7627707,621405.817,3601.654517,1410.577249,611432.1758,931148.1055,793.5288147,384.9889505,-,-,PLAN 3,7,-
M+I,YurikaPNM1571 B,518,622.45,3.82,2.18,951.17,15829,0.70807212,47.5981361,622.67611,123.8,322297.4261,64078.934,258218.4921,2200,117,0.4,0.506,311.7633985,413.3678199,2.538359575,413.5154129,3.285874328,631.6667433,6331.460145,128918.9705,38596.30874,90322.66172,41.05575533,128872.9564,791.3676077,680.3079942,128918.9705,196930.5706,157.6933961,124.7053594,-,-,PLAN 3,86,-
M+I,YurikaPNM1571 C,536,512.16,2.74,1.50,747.73,12888,0.70807212,47.5981361,493.0250366,123.8,264319.981,66371.50493,197948.4761,2200,90,0.4,0.704,365.499332,300.4975403,1.607123256,289.2700017,2.557546331,438.7101402,5155.312528,105727.9924,45248.81731,60479.17509,27.49053413,109831.6502,587.4024765,548.4594472,105727.9924,160348.2632,257.4491953,146.1997328,-,-,PLAN 3,124,-
M+I,YurikaPNM1571 D,463,215.72,2.09,0.84,395.66,5885,0.70807212,47.5981361,252.3370231,123.8,116742.2079,57275.32632,59466.88158,2200,27,0.4,1.616,484.1500015,82.45511315,0.799760405,96.45127133,2.190262425,151.234508,2354.081929,46696.88316,59937.77019,-13240.88702,-6.018585011,39920.64315,387.2040013,405.3247016,46696.88316,73220.18727,782.4892911,193.6600006,-,-,PLAN 3,400,-
M+I,YurikaPNM1571 E,609,734.45,2.60,0.94,957.97,18752,0.70807212,47.5981361,643.7540415,123.8,391948.2794,75375.36677,316572.9126,2200,144,0.4,1.353,572.94594,312.1891141,1.104765384,273.6371808,2.207085293,407.1989371,7500.859317,156779.3118,70930.70737,85848.6044,39.02209291,178867.4854,632.9708414,537.5116752,156779.3118,233302.9778,774.9566489,229.178376,-,-,PLAN 3,91,-
M+I,YurikaPNM1571 F,429,128.35,1.91,0.86,292.35,4033,0.70807212,47.5981361,181.6500538,123.8,77937.57235,53116.81034,24820.76201,2200,11,0.4,1.527,433.695446,50.79204826,0.754606716,71.88230642,2.16629097,115.6882258,1613.112887,31175.02894,53691.49621,-22516.46727,-10.23475785,22028.28002,327.2694961,371.7817984,31175.02894,50173.45668,662.2738549,173.4781784,-,-,PLAN 3,417,-
M+I,YurikaPNM1573 A,786,269.02,1.58,1.34,405.02,10230,0.70807212,47.5981361,265.7560157,123.8,208775.9519,97256.36042,111519.5915,2200,51,0.4,0.915,601.8708676,140.4541589,0.825655265,138.7513257,2.560963665,211.4605117,4091.884246,83510.38077,74511.61341,8998.76736,4.0903488,84535.2665,496.9378505,804.749613,83510.38077,127271.9216,550.9167037,240.748347,-,-,PLAN 3,281,-
M+I,YurikaPNM1928 A,"1,912",386.28,4.06,1.13,735.73,45216,0.70807212,47.5981361,466.9207292,123.8,892538.8071,236648.9586,655889.8485,2200,298,0.4,0.890,1445.30808,204.3533402,2.149663969,247.0169009,2.139194636,389.2244415,18086.36425,357015.5228,178929.1403,178086.3825,80.94835567,295353.5338,3106.926704,1635.664565,357015.5228,562549.2304,1286.668154,578.1232321,-,-,PLAN 3,38,3
M+I,YurikaPNM1928 B,"2,856","1,271.40",6.96,1.30,"1,870.25",171726,0.70807212,47.5981361,1231.687081,123.8,3517593.03,353562.2187,3164030.811,2200,1438,0.4,1.104,2403.515389,604.281586,3.30964825,585.4080313,2.741120289,888.9113355,68690.40701,1407037.212,297555.2051,1109482.007,504.3100031,1452400.091,7954.790502,3131.362104,1407037.212,2136512.074,2653.434116,961.4061556,-,-,PLAN 3,1,-
M+I,YurikaPNM1928 C,140,674.51,3.44,0.94,970.31,4361,0.70807212,47.5981361,641.3177001,123.8,89658.30653,17307.64385,72350.66268,2200,33,0.4,1.292,128.1799858,294.2675886,1.500607305,279.7887859,2.145673581,423.3198169,1744.534478,35863.32261,15868.68224,19994.64037,9.088472895,37719.21534,192.3478231,119.9888664,35863.32261,54261.12812,165.6276928,51.27199433,-,-,PLAN 3,222,-
M+I,YurikaPNM1929 A,566,296.48,3.59,1.37,605.44,11019,0.70807212,47.5981361,380.9268996,123.8,215646.3718,70084.36751,145562.0043,2200,66,0.4,0.706,386.2277103,173.8225386,2.106324042,223.3359917,2.340497755,354.9664062,4407.795338,86258.54871,47814.99053,38443.55818,17.47434463,67135.08106,813.5207119,529.9912918,86258.54871,137097.8623,272.5309746,154.4910841,-,-,PLAN 3,171,-
M+I,YurikaPNM1929 B,85,881.06,5.17,1.01,"1,326.11",3634,0.70807212,47.5981361,870.172066,123.8,74172.67486,10552.59932,63620.07555,2200,29,0.4,1.479,84.5204499,355.4200887,2.087586905,351.0283012,2.494704594,534.9525626,1453.676637,29669.06994,10463.6317,19205.43825,8.729744658,30040.2658,176.4437845,85.05853955,29669.06994,45214.43127,124.999222,33.80817996,-,-,PLAN 3,228,-
